,Knn_light,Knn_gradient,light_gradient,Knn_catboost,light_catboost,gradient_catboost,lg_gb_cb,Knn_gb_cb,Knn_lg_cb,Knn_lg_gb,Knn_lg_gb_cb
130,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
131,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
132,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
133,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
134,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
135,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
136,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
137,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
138,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
139,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
140,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
141,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
142,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
143,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
144,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
145,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
146,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
147,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
148,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
149,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.7447698744769874,0.75,0.6363636363636364,0.7634854771784232
150,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
151,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
152,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
153,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
154,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.7447698744769874,0.75,0.6363636363636364,0.7634854771784232
155,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
156,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7583333333333334
157,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7583333333333334
158,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7583333333333334
159,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7583333333333334
160,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
161,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
162,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.7447698744769874,0.75,0.6363636363636364,0.7634854771784232
163,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
164,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
165,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
166,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
167,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.7447698744769874,0.75,0.6363636363636364,0.7634854771784232
168,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
169,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
170,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
171,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
172,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
173,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
174,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
175,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
176,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
177,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
178,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7634854771784232
179,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.728813559,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7583333333333334
180,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7583333333333334
181,0.666666667,0.666666667,0.0,0.666666667,0.731914894,0.731914894,0.7319148936170213,0.75,0.75,0.6363636363636364,0.7583333333333334
