,Random_Knn,Random_Lightgbm,Random_GradientBoosting,Random_Catboost,Uncertainty_Knn,Uncertainty_Lightgbm,Uncertainty_GradientBoosting,Uncertainty_Catboost,Entropy_Knn,Entropy_Lightgbm,Entropy_GradientBoosting,Entropy_Catboost,Margin_Knn,Margin_Lightgbm,Margin_GradientBoosting,Margin_Catboost,Knn_gradient,light_gradient,light_catboost,gradient_catboost,lg_gb_cb,Knn_gb_cb,Knn_lg_cb,Knn_lg_gb,Knn_lg_gb_cb,Knn_light,Knn_catboost
10,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
11,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
12,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
13,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
14,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
15,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
16,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
17,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
18,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
19,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
20,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
21,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
22,-0.002727373,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
23,0.003613303,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
24,0.003613303,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
25,0.003613303,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
26,0.003613303,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
27,0.00082518,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
28,0.00082518,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
29,0.00082518,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
30,0.00082518,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
31,0.00082518,0,0,0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.002727373,0,0,0.0,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
32,0.00082518,0,0,0,-0.002727373,0,0,0.002846158,-0.002727373,0,0,0.002846158,-0.002727373,0,0,0.002846158,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
33,0.00082518,0,0,0,-0.002727373,0,0,0.00164147,-0.002727373,0,0,0.00164147,-0.002727373,0,0,0.00164147,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
34,0.00082518,0,0,0,-0.002727373,0,0,0.029195979,-0.002727373,0,0,0.029195979,-0.002727373,0,0,0.029195979,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
35,0.00082518,0,0,0,-0.002727373,0,0,0.033947479,-0.002727373,0,0,0.033947479,-0.002727373,0,0,0.033947479,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
36,0.00082518,0,0,0,-0.002727373,0,0,0.031028596,-0.002727373,0,0,0.031028596,-0.002727373,0,0,0.031028596,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
37,0.00082518,0,0,0,-0.002727373,0,0,0.024453536,-0.002727373,0,0,0.024453536,-0.002727373,0,0,0.024453536,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
38,0.00082518,0,0,0,-0.002727373,0,0,0.017966621,-0.002727373,0,0,0.017966621,-0.002727373,0,0,0.017966621,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
39,0.00082518,0,0,0,-0.002727373,0,0,0.043969899,-0.002727373,0,0,0.043969899,-0.002727373,0,0,0.043969899,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
40,0.00082518,0,0,0,-0.002727373,0,0,0.049625395,-0.002727373,0,0,0.049625395,-0.002727373,0,0,0.049625395,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
41,-0.005029232,0,0,0,-0.002727373,0,0,0.095073322,-0.002727373,0,0,0.095073322,-0.002727373,0,0,0.095073322,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
42,-0.005029232,0,0,0,-0.002727373,0,0,0.35903367,-0.002727373,0,0,0.35903367,-0.002727373,0,0,0.35903367,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
43,-0.005029232,0,0,0,-0.002727373,0,0,0.953591704,-0.002727373,0,0,0.953591704,-0.002727373,0,0,0.953591704,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
44,-0.005029232,0,0,0,-0.002727373,0,0,0.107076565,-0.002727373,0,0,0.107076565,-0.002727373,0,0,0.107076565,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
45,-0.005029232,0,0,0,-0.002727373,0,0,0.10031253,-0.002727373,0,0,0.10031253,-0.002727373,0,0,0.10031253,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
46,-0.005029232,0,0,0,-0.002727373,0,0,0.138328705,-0.002727373,0,0,0.138328705,-0.002727373,0,0,0.138328705,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
47,-0.005029232,0,0,0,-0.002727373,0,0,0.064356625,-0.002727373,0,0,0.064356625,-0.002727373,0,0,0.064356625,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
48,-0.005029232,0,0,0,-0.002727373,0,0,0.06263118,-0.002727373,0,0,0.06263118,-0.002727373,0,0,0.06263118,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
49,-0.005029232,0,0,0,-0.002727373,0,0,0.060282079,-0.002727373,0,0,0.060282079,-0.002727373,0,0,0.060282079,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
50,-0.005029232,0,0,0,-0.002727373,0,0,0.060555725,-0.002727373,0,0,0.060555725,-0.002727373,0,0,0.060555725,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
51,-0.005029232,0,0,0,-0.002727373,0,0,0.067632235,-0.002727373,0,0,0.067632235,-0.002727373,0,0,0.067632235,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
52,-0.005029232,0,0,0,-0.002727373,0,0,0.058544233,-0.002727373,0,0,0.058544233,-0.002727373,0,0,0.058544233,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
53,-0.005029232,0,0,0,-0.002727373,0,0,0.062336266,-0.002727373,0,0,0.062336266,-0.002727373,0,0,0.062336266,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
54,-0.005029232,0,0,0,-0.002727373,0,0,0.097514652,-0.002727373,0,0,0.097514652,-0.002727373,0,0,0.097514652,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
55,-0.005029232,0,0,0,-0.002727373,0,0,0.107633129,-0.002727373,0,0,0.107633129,-0.002727373,0,0,0.107633129,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
56,-0.005029232,0,0,0,-0.002727373,0,0,0.076401479,-0.002727373,0,0,0.076401479,-0.002727373,0,0,0.076401479,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
57,-0.005029232,0,0,0,-0.002727373,0,0,0.100635901,-0.002727373,0,0,0.100635901,-0.002727373,0,0,0.100635901,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
58,-0.005029232,0,0,0,-0.002727373,0,0,0.089577938,-0.002727373,0,0,0.089577938,-0.002727373,0,0,0.089577938,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
59,-0.005029232,0,0,0,-0.002727373,0,0,0.101801733,-0.002727373,0,0,0.101801733,-0.002727373,0,0,0.101801733,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
60,-0.005029232,0,0,0,-0.002727373,0,0,0.102980041,-0.002727373,0,0,0.102980041,-0.002727373,0,0,0.102980041,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
61,-0.005029232,0,0,0,-0.002727373,0,0,0.095916911,-0.002727373,0,0,0.095916911,-0.002727373,0,0,0.095916911,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
62,-0.005029232,0,0,0,-0.002727373,0,0,0.062297099,-0.002727373,0,0,0.062297099,-0.002727373,0,0,0.062297099,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
63,-0.005029232,0,0,0,-0.002727373,0,0,0.07416967,-0.002727373,0,0,0.07416967,-0.002727373,0,0,0.07416967,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
64,-0.005029232,0,0,0,-0.002727373,0,0,0.059891287,-0.002727373,0,0,0.059891287,-0.002727373,0,0,0.059891287,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
65,-0.005029232,0,0,0,-0.002727373,0,0,0.088752619,-0.002727373,0,0,0.088752619,-0.002727373,0,0,0.088752619,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
66,-0.005029232,0,0,0,-0.002727373,0,0,0.100674507,-0.002727373,0,0,0.100674507,-0.002727373,0,0,0.100674507,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
67,-0.005029232,0,0,0,-0.002727373,0,0,0.104576662,-0.002727373,0,0,0.104576662,-0.002727373,0,0,0.104576662,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
68,-0.005029232,0,0,0,-0.002727373,0,0,0.097040701,-0.002727373,0,0,0.097040701,-0.002727373,0,0,0.097040701,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
69,-0.005029232,0,0,0,-0.002727373,0,0,0.10015643,-0.002727373,0,0,0.10015643,-0.002727373,0,0,0.10015643,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
70,-0.005029232,0,0,0,-0.002727373,0,0,0.10118378,-0.002727373,0,0,0.10118378,-0.002727373,0,0,0.10118378,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
71,-0.005029232,0,0,0,-0.002727373,0,0,0.097669845,-0.002727373,0,0,0.097669845,-0.002727373,0,0,0.097669845,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
72,-0.005029232,0,0,0,-0.002727373,0,0,0.084199485,-0.002727373,0,0,0.084199485,-0.002727373,0,0,0.084199485,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
73,-0.005029232,0,0,0,-0.002727373,0,0,0.100353168,-0.002727373,0,0,0.100353168,-0.002727373,0,0,0.100353168,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
74,-0.005029232,0,0,0,-0.002727373,0,0,0.12631031,-0.002727373,0,0,0.12631031,-0.002727373,0,0,0.12631031,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
75,-0.005029232,0,0,0,-0.002727373,0,0,0.103210098,-0.002727373,0,0,0.103210098,-0.002727373,0,0,0.103210098,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
76,-0.005029232,0,0,0,-0.002727373,0,0,0.135801818,-0.002727373,0,0,0.135801818,-0.002727373,0,0,0.135801818,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
77,-0.005029232,0,0,0,-0.002727373,0,0,0.10455862,-0.002727373,0,0,0.10455862,-0.002727373,0,0,0.10455862,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
78,-0.005029232,0,0,0,-0.002727373,0,0,0.104435953,-0.002727373,0,0,0.104435953,-0.002727373,0,0,0.104435953,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
79,-0.005029232,0,0,0,-0.002727373,0,0,0.468366063,-0.002727373,0,0,0.468366063,-0.002727373,0,0,0.468366063,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
80,-0.005029232,0,0,0,-0.002727373,0,0,0.56128259,-0.002727373,0,0,0.56128259,-0.002727373,0,0,0.56128259,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
81,-0.005029232,0,0,0,-0.002727373,0,0,0.552472345,-0.002727373,0,0,0.552472345,-0.002727373,0,0,0.552472345,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
82,-0.005029232,0,0,0,-0.002727373,0,0,0.66742138,-0.002727373,0,0,0.66742138,-0.002727373,0,0,0.66742138,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
83,-0.005029232,0,0,0,-0.002727373,0,0,0.106379923,-0.002727373,0,0,0.106379923,-0.002727373,0,0,0.106379923,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
84,-0.005029232,0,0,0,-0.002727373,0,0,0.104108913,-0.002727373,0,0,0.104108913,-0.002727373,0,0,0.104108913,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
85,-0.005029232,0,0,0,-0.002727373,0,0,0.600471171,-0.002727373,0,0,0.600471171,-0.002727373,0,0,0.600471171,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
86,-0.005029232,0,0,0,-0.002727373,0,0,0.738854446,-0.002727373,0,0,0.738854446,-0.002727373,0,0,0.738854446,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
87,-0.005029232,0,0,0,-0.002727373,0,0,0.256858701,-0.002727373,0,0,0.256858701,-0.002727373,0,0,0.256858701,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
88,-0.005029232,0,0,0,-0.002727373,0,0,0.757534605,-0.002727373,0,0,0.757534605,-0.002727373,0,0,0.757534605,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
89,-0.005029232,0,0,0,-0.002727373,0,0,0.17575084,-0.002727373,0,0,0.17575084,-0.002727373,0,0,0.17575084,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
90,-0.005029232,0,0,0,-0.002727373,0,0,0.188378062,-0.002727373,0,0,0.188378062,-0.002727373,0,0,0.188378062,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
91,-0.005029232,0,0,0,-0.002727373,0,0,0.200126343,-0.002727373,0,0,0.200126343,-0.002727373,0,0,0.200126343,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
92,-0.005029232,0,0,0,-0.002727373,0,0,0.194403127,-0.002727373,0,0,0.194403127,-0.002727373,0,0,0.194403127,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
93,-0.005029232,0,0,0,-0.002727373,0,0,0.194470018,-0.002727373,0,0,0.194470018,-0.002727373,0,0,0.194470018,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
94,-0.005029232,0,0,0,-0.002727373,0,0,0.216185052,-0.002727373,0,0,0.216185052,-0.002727373,0,0,0.216185052,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
95,-0.005029232,0,0,0,-0.002727373,0,0,0.243262422,-0.002727373,0,0,0.243262422,-0.002727373,0,0,0.243262422,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
96,-0.005029232,0,0,0,-0.002727373,0,0,0.217296335,-0.002727373,0,0,0.217296335,-0.002727373,0,0,0.217296335,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
97,-0.005029232,0,0,0,-0.002727373,0,0,0.194380831,-0.002727373,0,0,0.194380831,-0.002727373,0,0,0.194380831,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
98,-0.005029232,0,0,0,-0.002727373,0,0,0.206895258,-0.002727373,0,0,0.206895258,-0.002727373,0,0,0.206895258,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
99,-0.005029232,0,0,0,-0.002727373,0,0,0.196210651,-0.002727373,0,0,0.196210651,-0.002727373,0,0,0.196210651,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.0041542745459727
100,-0.005029232,0,0,0,-0.002727373,0,0,0.213707434,-0.002727373,0,0,0.213707434,-0.002727373,0,0,0.213707434,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
101,-0.005029232,0,0,0,-0.002727373,0,0,0.710017584,-0.002727373,0,0,0.710017584,-0.002727373,0,0,0.710017584,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.0041542745459727
102,-0.005029232,0,0,0,-0.002727373,0,0,0.217250771,-0.002727373,0,0,0.217250771,-0.002727373,0,0,0.217250771,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
103,-0.005029232,0,0,0,-0.002727373,0,0,0.192042373,-0.002727373,0,0,0.192042373,-0.002727373,0,0,0.192042373,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.0041542745459727
104,-0.005029232,0,0,0,-0.002727373,0,0,0.192660171,-0.002727373,0,0,0.192660171,-0.002727373,0,0,0.192660171,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
105,-0.005029232,0,0,0,-0.002727373,0,0,0.194871449,-0.002727373,0,0,0.194871449,-0.002727373,0,0,0.194871449,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.0041542745459727
106,-0.005029232,0,0,0,-0.002727373,0,0,0.193400277,-0.002727373,0,0,0.193400277,-0.002727373,0,0,0.193400277,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
107,-0.005029232,0,0,0,-0.002727373,0,0,0.195339977,-0.002727373,0,0,0.195339977,-0.002727373,0,0,0.195339977,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.0041542745459727
108,-0.005029232,0,0,0,-0.002727373,0,0,0.250774583,-0.002727373,0,0,0.250774583,-0.002727373,0,0,0.250774583,-0.006098914,0,0,0,0.0,0.004154275,0.004154275,-0.006098914,0.004154275,-0.006098914,0.0041542745459727
109,-0.005029232,0,0,0,-0.002727373,0,0,0.193288908,-0.002727373,0,0,0.193288908,-0.002727373,0,0,0.193288908,0.004154275,0,0,0,0.0,0.004154275,0.004154275,0.004154275,0.004154275,0.004154275,0.0041542745459727
