iter	Logloss
222	0.0367785422
223	0.03644950549
224	0.03614327749
225	0.03585258484
226	0.03545404434
227	0.03518977483
228	0.03495117187
229	0.0347743988
230	0.03454274495
231	0.03430657069
232	0.03401882172
233	0.0337500604
234	0.03349514008
235	0.03332420985
236	0.03307964325
237	0.03272806803
238	0.0324618117
239	0.03222160975
240	0.03198961258
241	0.03175078074
242	0.03155857404
243	0.03135169665
244	0.03108836174
245	0.03089643478
246	0.03065525055
247	0.03039527893
248	0.03015209198
249	0.02991743406
250	0.02975325584
251	0.0295635891
252	0.02935489655
253	0.0291391023
254	0.02888342222
255	0.02868039131
256	0.02842906316
257	0.02823266665
258	0.02804755847
259	0.02781077703
260	0.02760846456
261	0.02744855881
262	0.0272432073
263	0.02704207102
264	0.02689349492
265	0.02670172373
266	0.0265053161
267	0.02632307688
268	0.02608258406
269	0.02594931602
270	0.02578577995
271	0.0255877622
272	0.02544622739
273	0.02529556433
274	0.02517337322
275	0.02502645493
276	0.02478772481
277	0.02467684746
278	0.02448792458
279	0.02427219709
280	0.02412221114
281	0.02390674273
282	0.02379014969
283	0.0236151584
284	0.02346674919
285	0.02330825488
286	0.02317808787
287	0.02303426425
288	0.02283942858
289	0.02270447095
290	0.02252919197
291	0.02240477244
292	0.02221022288
293	0.02210273743
294	0.02197459221
295	0.02186022123
296	0.02173057874
297	0.02155668577
298	0.02144140085
299	0.02129989306
300	0.02121913115
301	0.02110893726
302	0.02095444043
303	0.0208232069
304	0.02072205226
305	0.0206002442
306	0.02044071992
307	0.02033728917
308	0.02021203041
309	0.02009734313
310	0.01998927434
311	0.01988216877
312	0.01975866954
313	0.01960209211
314	0.01949591001
315	0.01938292185
316	0.01924967448
317	0.01912078222
318	0.01902993361
319	0.0189357837
320	0.018846337
321	0.01870729446
322	0.01858361721
323	0.01847646395
324	0.01836621602
325	0.0182876126
326	0.01818130334
327	0.01808065891
328	0.01795862039
329	0.01786627611
330	0.01777842363
331	0.01767775853
332	0.01755023797
333	0.01742245038
334	0.01734481812
335	0.01725325584
336	0.01714537462
337	0.01703269958
338	0.01692163944
339	0.01685872714
340	0.01677527269
341	0.01669775645
342	0.01661057313
343	0.016542147
344	0.01648107847
345	0.0163906765
346	0.01629725933
347	0.01621488412
348	0.0161435159
349	0.01603089809
350	0.01592254639
351	0.01584792614
352	0.01578464826
353	0.01570244471
354	0.01561773618
355	0.01555715561
356	0.01550618807
357	0.01543032964
358	0.01536093712
359	0.01529042244
360	0.01523899078
361	0.01518185774
362	0.01509952545
363	0.01504727999
364	0.01485946337
365	0.01479159991
366	0.01470129013
367	0.01462961197
368	0.01456260363
369	0.01448371569
370	0.01440248807
371	0.01432929834
372	0.01425514539
373	0.01416520437
374	0.01409582138
375	0.01402086417
376	0.01392708302
377	0.01384457111
378	0.01378570557
379	0.01371777217
380	0.01365170638
381	0.01354368528
382	0.01346806367
383	0.01340366364
384	0.01336318175
385	0.0133087031
386	0.01325162649
387	0.01319624901
388	0.01313016017
389	0.01308568716
390	0.01301180045
391	0.01295024872
392	0.01287143071
393	0.01280587673
394	0.01275887171
395	0.01270792484
396	0.0126455911
397	0.01257035573
398	0.01252327124
399	0.01247701009
400	0.01242525419
401	0.01237777233
402	0.01234442711
403	0.01225894054
404	0.01219342232
405	0.01215159257
406	0.01208698511
407	0.01203531186
408	0.01198840221
409	0.01193818331
410	0.01188043594
411	0.01184342543
412	0.01181064606
413	0.01174991051
414	0.01168349981
415	0.01163526058
416	0.01157649994
417	0.01152556578
418	0.01149492661
419	0.01143700918
420	0.01138291041
421	0.01134444793
422	0.01128359238
423	0.01124091705
424	0.01120206356
425	0.0111672012
426	0.01113818248
427	0.01109056473
428	0.01104391734
429	0.01101189216
430	0.01098091602
431	0.01090596994
432	0.01085876783
433	0.01083050251
434	0.0108057181
435	0.01075419744
436	0.01072217147
437	0.01066364686
438	0.01063419501
439	0.01059862216
440	0.01054284493
441	0.01047889074
442	0.01043639183
443	0.01038412571
444	0.01032401005
445	0.01027490218
446	0.01023276091
447	0.01017989318
448	0.01013894081
449	0.01009679
450	0.01004248937
451	0.01002058188
452	0.009984407425
453	0.009934376876
454	0.0099101909
455	0.009859481653
456	0.009825445811
457	0.009789219697
458	0.009766030312
459	0.00972733895
460	0.009693565369
461	0.009650740623
462	0.009611199697
463	0.009586121241
464	0.0095637544
465	0.00953369379
466	0.009484496117
467	0.009448806445
468	0.009408480326
469	0.009368968805
470	0.009331717491
471	0.00929901123
472	0.009258844058
473	0.009222811063
474	0.009196937879
475	0.009156870842
476	0.009122452736
477	0.0091015776
478	0.009070285161
479	0.009037291209
480	0.009014693896
481	0.008982817332
482	0.008958152135
483	0.008939082623
484	0.008909949462
485	0.008884027004
486	0.008847955863
487	0.008824991385
488	0.008803174496
489	0.008780879974
490	0.008760840893
491	0.008731832504
492	0.008710584641
493	0.008681120872
494	0.008659570217
495	0.008622860909
496	0.008595784505
497	0.008578080336
498	0.008547699451
499	0.008519233068
500	0.008497953415
501	0.00845357577
502	0.008430118561
503	0.008387873967
504	0.008364637693
505	0.008339240551
506	0.008308620453
507	0.008276248773
508	0.008256279627
509	0.008232677778
510	0.008215351105
511	0.008191750844
512	0.008155537446
513	0.008113639355
514	0.008091754913
515	0.008065134684
516	0.008033021291
517	0.008011278311
518	0.007983546257
519	0.007951807976
520	0.007926858266
521	0.007911155224
522	0.007884614468
523	0.007873366674
524	0.007846505642
525	0.007828736305
526	0.007803037961
527	0.007785650094
528	0.007765809695
529	0.007746934096
530	0.007710518042
531	0.007683735689
532	0.007662301064
533	0.007622981071
534	0.007602053483
535	0.007578929265
536	0.007560113271
537	0.007539939086
538	0.007525858879
539	0.007506165504
540	0.007479734421
541	0.007443401814
542	0.007417687575
543	0.007398801645
544	0.007382438183
545	0.007358147303
546	0.007338795662
547	0.007316668828
548	0.007298695246
549	0.007272437414
550	0.007249693076
551	0.00722559611
552	0.007207393646
553	0.007192723751
554	0.007166947524
555	0.007147711118
556	0.007115287781
557	0.007098264694
558	0.007074481646
559	0.00706088225
560	0.007046886285
561	0.007012821833
562	0.007000770569
563	0.006980706851
564	0.006963774363
565	0.00693879048
566	0.006923885345
567	0.006899733543
568	0.006878874302
569	0.006854554812
570	0.006839030584
571	0.006823908488
572	0.006811329524
573	0.006791594823
574	0.00677210331
575	0.006757042408
576	0.006742970149
577	0.006724824111
578	0.006704658667
579	0.006678132216
580	0.006653807561
581	0.00663758715
582	0.006609872977
583	0.006592213313
584	0.006569795609
585	0.006550980409
586	0.006534075737
587	0.006521116098
588	0.006503741344
589	0.006481788953
590	0.006463431517
591	0.006454753478
592	0.006444491943
593	0.006430391471
594	0.006397286256
595	0.006380240122
596	0.006362090906
597	0.006344801982
598	0.006318268776
599	0.006300055186
600	0.00628364563
601	0.006246525049
602	0.006223276456
603	0.006206116676
604	0.006181385517
605	0.006165367762
606	0.006145504316
607	0.006131724517
608	0.006117950281
609	0.006090867519
610	0.006065069834
611	0.006048632065
612	0.006036338011
613	0.006027259827
614	0.006010867357
615	0.005992397865
616	0.005981316964
617	0.005956792434
618	0.005940175851
619	0.005924871365
620	0.005911288659
621	0.005891647736
622	0.005871016184
623	0.005852882862
624	0.00583950758
625	0.005824739933
626	0.005813668172
627	0.005803067684
628	0.005791107814
629	0.005780841112
630	0.005765941938
631	0.005753841003
632	0.005742699703
633	0.005732432206
634	0.00571172754
635	0.005695281823
636	0.005682775974
637	0.005671970844
638	0.005654551983
639	0.005641106764
640	0.005626974106
641	0.005605031649
642	0.00559244434
643	0.005579323769
644	0.005561583042
645	0.005548737844
646	0.005537004073
647	0.005518853267
648	0.00550584952
649	0.005490297874
650	0.00547687451
651	0.005453172525
652	0.005428462823
653	0.00541944464
654	0.005409661929
655	0.005399329662
656	0.005383629799
657	0.00536048015
658	0.00534446915
659	0.005330878894
660	0.005315314134
661	0.005302392244
662	0.005291858117
663	0.005282151302
664	0.005272202492
665	0.005258049568
666	0.005244143009
667	0.005229823192
668	0.005221753518
669	0.005215057929
670	0.005199236075
671	0.005188149214
672	0.005176742872
673	0.005166858832
674	0.005158127149
675	0.005141109228
676	0.005126827558
677	0.005114105145
678	0.005102132956
679	0.00508876125
680	0.005081845125
681	0.005071575642
682	0.005062273343
683	0.005049853325
684	0.00504066666
685	0.005025915305
686	0.005012458563
687	0.005003558
688	0.004992069403
689	0.00497880737
690	0.004968508879
691	0.004959884087
692	0.004942190647
693	0.004925421079
694	0.004912946224
695	0.004902996222
696	0.004893218676
697	0.004885837634
698	0.00487448136
699	0.004866002401
700	0.004858398437
701	0.004849882126
702	0.004838986397
703	0.004827178717
704	0.004811257521
705	0.004803509315
706	0.004797923168
707	0.004787493547
708	0.00477654616
709	0.004763708909
710	0.004753638109
711	0.004745153586
712	0.004731766383
713	0.004724408786
714	0.004715965589
715	0.004693245093
716	0.004682463408
717	0.004671310584
718	0.004661095142
719	0.004653292497
720	0.004645833969
721	0.004639883836
722	0.004627864361
723	0.004620102247
724	0.004614229997
725	0.004599874814
726	0.004587892691
727	0.004574782451
728	0.004568191369
729	0.00456212163
730	0.00455076774
731	0.004542353153
732	0.004534699122
733	0.004521905581
734	0.00451200366
735	0.004500853618
736	0.004493737221
737	0.004477306207
738	0.004468918641
739	0.004455175002
740	0.004447228114
741	0.004439091682
742	0.004431601365
743	0.00442160209
744	0.004416644573
745	0.004404882987
746	0.004393907388
747	0.004384916226
748	0.004379422665
749	0.004373128812
750	0.004367743333
751	0.004361795187
752	0.004355872869
753	0.004345422586
754	0.004334985018
755	0.004328190088
756	0.004320605199
757	0.004312867324
758	0.004307293892
759	0.004298457305
760	0.004290612539
761	0.004277631839
762	0.004271495342
763	0.004260796706
764	0.00425644358
765	0.004248578548
766	0.004241949717
767	0.004236257076
768	0.004227724473
769	0.004221628507
770	0.004214053949
771	0.004207046032
772	0.004199592272
773	0.00419449091
774	0.00418507576
775	0.004178660711
776	0.004168862502
777	0.004164313078
778	0.004152688583
779	0.00414182663
780	0.004134508371
781	0.004126891692
782	0.004112075567
783	0.004103287061
784	0.004097660383
785	0.004090042512
786	0.004079954624
787	0.004073301951
788	0.004065117041
789	0.004060485363
790	0.004052341779
791	0.004045390288
792	0.004038507938
793	0.004032455285
794	0.004022430976
795	0.004010274013
796	0.004004631042
797	0.003998045524
798	0.003989101648
799	0.003981655836
800	0.003976527452
801	0.003968429963
802	0.003961898883
803	0.003955323696
804	0.003947073221
805	0.003942232132
806	0.003931714296
807	0.003920179208
808	0.003913800716
809	0.003908778826
810	0.003903955619
811	0.003897469044
812	0.003889529705
813	0.003885161877
814	0.003880310853
815	0.003874330521
816	0.003867984613
817	0.00386102279
818	0.003848113219
819	0.003839707375
820	0.003833707968
821	0.003827277025
822	0.003823486964
823	0.003818630775
824	0.003811378479
825	0.003805133899
826	0.003799986839
827	0.003793996175
828	0.003785068989
829	0.003774823348
830	0.00377117912
831	0.003766138554
832	0.003759039243
833	0.003755795161
834	0.003750995795
835	0.00374563694
836	0.003740578492
837	0.003731873035
838	0.003724718889
839	0.003719323476
840	0.003715242942
841	0.003705352147
842	0.003699493408
843	0.003691099485
844	0.003683876991
845	0.003679313262
846	0.003673816522
847	0.003668969472
848	0.003664619923
849	0.003658636411
850	0.003654597998
851	0.003649668694
852	0.00364536047
853	0.003636656602
854	0.0036259981
855	0.003621366024
856	0.003611088196
857	0.003606700897
858	0.003601835966
859	0.003595092694
860	0.003588585456
861	0.003580106497
862	0.003575649261
863	0.003568618298
864	0.003564821084
865	0.003554333051
866	0.00354875644
867	0.003541200558
868	0.003536105951
869	0.003525658846
870	0.003515253067
871	0.003510648807
872	0.003506383896
873	0.003502141635
874	0.003495989243
875	0.00348755002
876	0.003480767806
877	0.003476933241
878	0.003470556736
879	0.003466255665
880	0.003460838795
881	0.003455832005
882	0.003451454242
883	0.003443900744
884	0.003439772129
885	0.003434854349
886	0.003430670897
887	0.003426492612
888	0.003418960969
889	0.00341280063
890	0.003404231866
891	0.003400841554
892	0.003396188418
893	0.00339040041
894	0.003383761247
895	0.003377134005
896	0.00337386926
897	0.003369630178
898	0.003361581961
899	0.003355903228
900	0.003347738981
901	0.003343565861
902	0.003339037895
903	0.003335753282
904	0.003329803546
905	0.003323558172
906	0.003316170375
907	0.003308271964
908	0.003304232955
909	0.003299810886
910	0.003293476502
911	0.003287209868
912	0.003279024164
913	0.00327427427
914	0.003268310229
915	0.003264253736
916	0.003257478476
917	0.003249617418
918	0.003241753976
919	0.003237022956
920	0.003233131369
921	0.003228821754
922	0.003225521644
923	0.003222271601
924	0.003219476144
925	0.003215476076
926	0.003212153316
927	0.003207347194
928	0.003202453057
929	0.003197229902
930	0.003193839987
931	0.00319011728
932	0.003185522358
933	0.003177065055
934	0.003171717127
935	0.003168334961
936	0.00316198051
937	0.003155913353
938	0.003151160081
939	0.003145623207
940	0.003139284452
941	0.003135739962
942	0.003131699959
943	0.003129499555
944	0.00312547485
945	0.003121819894
946	0.00311906298
947	0.003113562663
948	0.003110647996
949	0.003107626438
950	0.003103235165
951	0.003097064892
952	0.003089971145
953	0.003084662954
954	0.003080278238
955	0.003076458971
956	0.003068225582
957	0.003063149055
958	0.003060063918
959	0.003056962291
960	0.003052493135
961	0.003048908313
962	0.003044632475
963	0.003039965034
964	0.003031495015
965	0.003024140398
966	0.003019803564
967	0.003016580542
968	0.003011687398
969	0.003006990353
970	0.003003791173
971	0.002998261054
972	0.002993834615
973	0.002991503278
974	0.00298680981
975	0.002979129752
976	0.002975761096
977	0.002971963088
978	0.002967131337
979	0.002964367668
980	0.002960131963
981	0.002957776189
982	0.002954464753
983	0.002948134343
984	0.002944773634
985	0.002941948573
986	0.002939019601
987	0.002932048241
988	0.002929000656
989	0.002922610044
990	0.002915484508
991	0.00291094621
992	0.002907529275
993	0.002903767427
994	0.002899589141
995	0.002896904747
996	0.002891826431
997	0.002888663809
998	0.002882443269
999	0.002880136172
